,Date,Open,High,Low,Close,Volume,SMA,RSI,EMA,MACD
24,2017-02-13,35.7399,37.236,35.3243,36.6542,281767,33.00631111111112,67.07776903965753,33.68738336462982,0.1240667626367511
25,2017-02-14,36.7373,36.9867,35.1581,35.1581,239390,33.35724444444445,58.04346130029949,33.98241838032426,0.24730898447332095
26,2017-02-15,34.9919,35.4906,34.3269,34.4932,364184,33.59735555555556,54.528502533353944,34.08482230174869,0.2880074889381774
27,2017-02-16,34.5763,34.5763,32.7478,32.9971,583476,33.68971111111111,47.55078203482276,33.86685623370702,0.19726463643698366
28,2017-02-17,32.6646,32.9971,32.3322,32.8309,765046,33.77283333333333,46.8338061771179,33.65934387714707,0.1106636592758008
29,2017-02-20,33.3296,35.2413,32.8309,34.8256,2727835,34.114533333333334,55.50517440294448,33.89288421064729,0.2006741340438083
30,2017-02-21,35.7399,35.7399,33.7451,33.9945,419088,34.308477777777775,51.720121345219475,33.91322751555116,0.20260970106667742
31,2017-02-22,34.1607,34.1607,32.9971,33.4958,484550,34.456244444444444,49.537187304508365,33.8296758159646,0.16203489231175894
32,2017-02-23,33.1633,33.1633,28.5088,29.8387,5427447,33.809788888888896,37.15322231663594,33.030974415616896,-0.1633355121806943
33,2017-02-24,30.5867,30.5867,26.0154,27.4283,6416518,32.784688888888894,31.554087077278737,31.909871065559674,-0.6086765924846915
34,2017-02-27,27.4283,31.2516,27.4283,31.2516,6787409,32.350633333333334,45.566801388271756,31.778163425481658,-0.6456614663127809
35,2017-02-28,33.2464,33.2464,27.4283,29.0906,4390004,31.750344444444448,40.5176326627083,31.24047625092112,-0.8396677182713965
36,2017-01-03,29.0906,29.6724,28.3426,28.9244,2181891,31.297822222222223,40.14915708579709,30.777140711953724,-0.9953561752957043
37,2017-02-03,29.0906,29.5893,28.4257,28.8413,1199643,30.854533333333336,39.95350960188057,30.389892141181477,-1.1126202806532568
38,2017-03-03,29.0075,29.7556,27.6777,28.2595,1844220,30.12496666666667,38.53758632199442,29.963742906758586,-1.2382258300854936
39,2017-06-03,28.2595,28.3426,26.8465,26.9296,2226822,29.339977777777776,35.445341277089256,29.35683365332981,-1.4286127895542222
40,2017-07-03,26.8465,28.675,25.3504,26.9296,1606464,28.610400000000002,35.445341277089256,28.871335295623137,-1.561495874157309
41,2017-08-03,26.8465,28.2595,26.5971,27.8439,850130,28.388755555555562,39.32705554552602,28.66583075410556,-1.574876115665056
42,2017-09-03,27.8439,28.1764,27.0959,27.2621,697404,28.370288888888894,37.77065914118583,28.38506549539109,-1.6138233007134062
43,2017-10-03,27.0959,27.4283,26.5141,26.7634,1113605,27.871600000000008,36.43943626664474,28.060714736977864,-1.6657286644895954
44,2017-03-13,26.7634,26.7634,25.9322,26.0153,1126914,27.529900000000012,34.476422386568046,27.651613970730835,-1.747090090075048
45,2017-03-14,26.0984,26.1815,25.2673,25.4335,1815647,27.14202222222223,32.988064735077245,27.20797571804774,-1.8373363341653572
46,2017-03-15,25.5166,25.5997,24.2699,24.6855,1514931,26.680266666666675,31.127511591222685,26.70346651077409,-1.9467732908268225
47,2017-03-16,24.1037,25.6829,24.1037,25.5998,837681,26.384744444444454,35.88743739146467,26.482728285992366,-1.9373934330450382
48,2017-03-17,25.5167,26.3478,25.3505,25.6829,888349,26.246222222222237,36.31822830367154,26.32275977486029,-1.9013369241499696
49,2017-03-20,25.9322,25.9322,25.1011,25.6829,722569,26.107700000000015,36.31822830367154,26.194785993385388,-1.8514198653387304
50,2017-03-21,25.4336,26.0154,25.3504,25.6829,707840,25.867588888888907,36.31822830367155,26.092407625753996,-1.791212256693587
51,2017-03-22,25.6829,26.0154,25.4336,25.5166,801100,25.673644444444463,35.718354202725976,25.977245048663853,-1.7368944749152746
52,2017-03-23,25.5997,25.9322,24.9348,25.2673,723036,25.507411111111132,34.79064336461819,25.835255001337647,-1.6944313185372195
53,2017-03-24,25.2673,25.5998,25.1011,25.3504,515510,25.433533333333358,35.39301442311114,25.738283434173702,-1.6352236453801972
54,2017-03-27,25.2673,25.3504,24.8517,25.0179,714416,25.387355555555576,34.03815119931386,25.594206073517203,-1.5967250564921578
55,2017-03-28,25.0179,25.0179,24.4361,24.6855,670572,25.387355555555576,32.690869465431305,25.412464178836604,-1.5748822867765497
56,2017-03-29,24.7686,24.8517,24.0206,24.1037,981159,25.221122222222245,30.42118263739863,25.15071055960004,-1.5862330251842423
57,2017-03-30,24.2699,24.2699,23.1894,23.5219,1083200,24.981011111111133,28.304845115406295,24.824947667632877,-1.6234607202309057
58,2017-03-31,23.5219,24.0206,22.7739,23.4387,743160,24.73165555555558,28.0048074878398,24.547697603000696,-1.640763777942901
59,2017-03-04,23.3556,24.8517,23.3556,24.1037,787730,24.556188888888915,34.024580336581664,24.458897946315478,-1.5825737088802967
60,2017-04-04,24.1868,24.1868,23.4388,23.4387,462781,24.325311111111137,31.21391265112959,24.25485810690027,-1.5719966039579703
61,2017-05-04,23.4387,23.5218,23.2725,23.3556,384033,24.112900000000028,30.870728155905525,24.07500630912208,-1.5524242670079076
62,2017-07-04,23.6881,23.6881,22.6076,22.6907,617184,23.817377777777804,28.199219821510553,23.798144830061702,-1.5724388261836921
63,2017-10-04,23.1894,23.1894,21.6102,21.6933,1163704,23.447977777777805,24.74049675890332,23.377175599802694,-1.6497648901968134
64,2017-11-04,21.6933,21.6933,21.1115,21.1946,643281,23.060100000000027,23.20776319114536,22.94066026063806,-1.7313295854755069
65,2017-12-04,21.1115,21.3608,20.5297,20.6128,707577,22.67222222222225,21.53182453787322,22.47508802147401,-1.8219146933380124
66,2017-04-13,20.6128,21.6102,20.1141,20.8621,704977,22.376688888888918,24.062375486194384,22.152490313500305,-1.8522361915968055
67,2017-04-14,20.8621,21.1946,20.779,21.0284,265111,22.108877777777806,25.781813497429553,21.92767219299724,-1.8416181495876387
68,2017-04-17,21.1946,22.7738,21.1946,22.0258,856975,21.87800000000003,35.25122272966088,21.947297758434537,-1.7327473970210505
69,2017-04-18,22.1089,22.7738,21.7765,22.6076,807280,21.78565555555558,40.05573414245878,22.07935822847824,-1.5812919937620897
70,2017-04-19,22.6076,23.2725,22.6076,23.1063,688810,21.75795555555558,43.89848792928131,22.284746609819997,-1.4048275952684612
71,2017-04-20,23.1063,23.1894,22.4414,22.6076,354266,21.748722222222245,41.06359558575993,22.349317294656085,-1.2903449173003096
72,2017-04-21,22.6076,22.6076,21.7764,21.8595,514320,21.767188888888914,37.18431037333368,22.251353827471462,-1.2456232189799614
73,2017-04-24,22.1088,22.1088,21.1115,21.1115,694551,21.75795555555558,33.75103628971779,22.023383046611965,-1.256059230620945
74,2017-04-25,21.1946,21.6933,21.0284,21.2777,297319,21.83183333333336,35.18306375592455,21.87424642924814,-1.2366634080533814
75,2017-04-26,21.3608,21.8595,21.3608,21.6933,311740,21.924188888888914,38.7485427868514,21.838057141837456,-1.174220944126617
76,2017-04-27,21.7764,21.8595,21.3608,21.5271,251207,21.979600000000023,37.85182380833332,21.775865711323817,-1.1251754701768562
77,2017-04-28,21.6102,21.6933,21.2778,21.4439,287002,21.914944444444465,37.385400744608376,21.70947256722614,-1.0805640536045154
78,2017-03-05,21.6101,21.7764,21.4439,21.5271,331400,21.79488888888891,38.20542787335606,21.672998052975352,-1.0266609317475037
79,2017-04-05,21.5271,21.6933,21.3609,21.6102,395410,21.628655555555575,39.06382876244515,21.660438442158373,-0.966100241611695
80,2017-05-05,21.6933,21.6933,21.3609,21.3608,249106,21.490122222222244,37.3853295148321,21.600510752879632,-0.9275378747917706
81,2017-08-05,21.6101,22.3582,21.6101,22.1089,799336,21.517833333333357,45.017047128363686,21.70218860345346,-0.8270774691659994
82,2017-09-05,22.2751,22.2751,21.8596,21.9426,430956,21.6101777777778,43.7407559847583,21.750270883197732,-0.7522098867621523
83,2017-10-05,21.9426,22.4413,21.6933,22.3582,794571,21.730233333333356,47.729169035258785,21.871856707438102,-0.6518274801863448
84,2017-11-05,22.2751,23.6881,22.1089,23.3556,1031512,21.91493333333336,55.82342268606542,22.168605367668537,-0.4861873897900715
85,2017-12-05,23.4387,24.6023,23.4387,24.1037,1075746,22.20122222222225,60.73476877823751,22.55562429592738,-0.29119430027971305
86,2017-05-15,24.2699,24.2699,23.5219,23.6881,734980,22.450577777777806,56.94702917873968,22.782119437581144,-0.16825675949205987
87,2017-05-16,23.605,23.6881,23.1063,23.4387,1031675,22.662977777777808,54.74075682459207,22.913435550454174,-0.08991587415139435
88,2017-05-17,23.2725,23.7712,23.1894,23.2725,401570,22.847677777777808,53.25991798236395,22.985248440533642,-0.04077112496253932
89,2017-05-18,23.2725,23.605,23.0232,23.2725,562076,23.06008888888892,53.25991798236395,23.042698752535905,-0.0018027758833767393
90,2017-05-19,23.2725,23.3556,22.8569,22.94,377214,23.152433333333363,50.1144179944904,23.02215900199755,0.0022243098724743504
91,2017-05-22,23.0231,23.1893,22.94,23.0232,355166,23.27250000000003,50.895907665476635,23.022367201598296,0.011991122816546351
92,2017-05-23,23.0232,23.1894,22.191999999999997,22.3582,600933,23.27250000000003,44.84837880158371,22.88953376114961,-0.03354189978073663
93,2017-05-24,22.4413,22.4413,21.7764,22.0258,501970,23.124744444444474,42.15225429054935,22.716787008785452,-0.09534991577825735
94,2017-05-25,22.0258,22.5245,22.0258,22.3582,198959,22.93080000000003,45.669643555391744,22.64506960698378,-0.11617215149394511
95,2017-05-26,22.3582,22.4413,21.9426,22.191999999999997,211820,22.7645666666667,44.22178882820192,22.554455685541956,-0.14442008943080964
96,2017-05-29,22.0258,22.2751,22.0258,22.191999999999997,241491,22.626044444444474,44.221788828201916,22.481964548404722,-0.16490585175250416
97,2017-05-30,21.9427,22.191999999999997,21.8595,21.9426,337461,22.47827777777781,41.909487075201255,22.374091638689443,-0.19897183816690855
98,2017-05-31,22.0257,22.0257,21.8595,21.8595,263491,22.32127777777781,41.137630282010356,22.27117331092535,-0.23002328805663197
99,2017-01-06,21.9426,22.4413,21.9426,22.191999999999997,326857,22.238166666666697,45.465470929983894,22.255338648737048,-0.22520578255078405
100,2017-02-06,22.191999999999997,22.2751,22.0258,22.1089,136437,22.13657777777781,44.58320628665477,22.226050918984868,-0.2254939958148512
101,2017-05-06,21.9427,22.2751,21.9427,22.191999999999997,263050,22.11811111111114,45.717592566634735,22.219240735187004,-0.2165210119526293
102,2017-06-06,22.191999999999997,22.2751,22.0258,22.0258,257036,22.11811111111114,43.787047638744376,22.18055258814557,-0.22028154012948775
103,2017-07-06,22.1089,22.191999999999997,22.0258,22.1089,238549,22.09041111111114,45.036798006836364,22.166222070515257,-0.2140884321184302
104,2017-08-06,22.2751,23.2725,22.191999999999997,23.2725,875732,22.210466666666697,58.83690066533522,22.387477656426977,-0.11397373573234759
105,2017-09-06,22.94,23.605,22.7738,22.8569,372451,22.28434444444447,53.65513147250565,22.481362125146592,-0.06739072590584527
106,2017-12-06,22.6907,22.8569,21.9426,22.3582,473895,22.330522222222253,48.17264824393593,22.456729700116224,-0.06990841648729429
107,2017-06-13,22.3582,22.6907,22.191999999999997,22.2751,365658,22.37670000000003,47.30524374189122,22.420403760091737,-0.07771334880623826
108,2017-06-14,22.3582,22.6076,22.191999999999997,22.2751,230554,22.385933333333366,47.30524374189123,22.391343008072596,-0.08294270206117815
109,2017-06-15,22.191999999999997,22.4413,22.0258,22.191999999999997,246495,22.395166666666697,46.33758131574519,22.351474406457204,-0.09272361755082414
110,2017-06-16,22.191999999999997,22.7738,22.1089,22.6076,241990,22.441344444444475,51.66299698395292,22.402699525166657,-0.06617677222161689
111,2017-06-19,22.6907,22.6907,22.2751,22.3582,184599,22.47827777777781,48.549330396294096,22.3937996201332,-0.06451896722327177
112,2017-06-20,22.191999999999997,22.6075,22.191999999999997,22.3582,422340,22.505977777777808,48.549330396294096,22.38667969610648,-0.06248485826760941
113,2017-06-21,22.4413,22.4413,22.1089,22.1089,319507,22.37668888888892,45.378740003488886,22.33112375688469,-0.08006628449018294
114,2017-06-22,22.191999999999997,22.4414,22.191999999999997,22.3582,307832,22.32127777777781,48.96783977329481,22.33653900550779,-0.07304129039686913
115,2017-06-23,22.3582,22.4413,22.191999999999997,22.191999999999997,239681,22.302811111111144,46.76182365668413,22.307631204406068,-0.07996311792607713
116,2017-06-26,22.2751,22.3582,22.0258,22.191999999999997,294021,22.29357777777781,46.76182365668413,22.284504963524746,-0.08447494156946078
117,2017-06-27,22.191999999999997,22.2751,22.0258,22.1089,268444,22.275111111111144,45.571325392951906,22.249383970819668,-0.09367622856562363
118,2017-06-28,22.1089,22.191999999999997,21.9427,22.191999999999997,380320,22.275111111111144,47.023781329479256,22.2379071766557,-0.09318861890659846
119,2017-06-29,22.1089,22.191999999999997,22.0258,22.1089,107000,22.21970000000003,45.710152824862035,22.212105741324496,-0.09837366981298246
120,2017-06-30,22.1089,22.1089,22.0258,22.1089,355273,22.192000000000032,45.710152824862035,22.191464593059557,-0.10131496417196928
121,2017-03-07,22.1089,22.191999999999997,22.0258,22.1089,229820,22.164300000000033,45.710152824862035,22.17495167444762,-0.10246481058801393
122,2017-04-07,20.779,22.7738,20.779,22.4413,577823,22.201233333333366,52.35904801697618,22.22822133955816,-0.07568175794431298
123,2017-05-07,22.4413,22.4413,22.191999999999997,22.191999999999997,145483,22.182766666666698,47.64598620650666,22.220977071646523,-0.07372259410159643
124,2017-06-07,22.191999999999997,22.2751,22.0258,22.1089,246225,22.173533333333367,46.15460102515416,22.1985616573172,-0.07797655298150019
125,2017-07-07,22.1089,22.1089,21.6102,22.0258,622576,22.1550666666667,44.64950290143612,22.164009325853737,-0.08704986489046718
126,2017-10-07,21.9427,22.0258,21.7765,21.9426,389680,22.13658888888892,43.13292167423843,22.119727460682967,-0.09980360083179107
127,2017-11-07,21.9426,22.0257,21.8595,22.0258,432320,22.118122222222254,45.139666600869944,22.100941968546366,-0.1020214440811813
128,2017-12-07,22.1089,22.1089,22.0258,22.0258,296501,22.10888888888892,45.139666600869944,22.085913574837086,-0.1025964330192366
129,2017-07-13,22.0258,22.191999999999997,22.0258,22.0258,172620,22.099655555555586,45.13966660086994,22.073890859869667,-0.10187773280809154
130,2017-07-14,22.0258,22.1089,22.0258,22.0258,236179,22.09042222222225,45.13966660086994,22.064272687895734,-0.10015364879300037
131,2017-07-17,22.1089,22.1089,21.8596,22.0258,319680,22.044255555555587,45.13966660086994,22.056578150316586,-0.0976615185955012
132,2017-07-18,22.0258,22.0258,21.7765,21.9426,277634,22.016544444444477,42.94452529934606,22.03378252025327,-0.10123308019466393
133,2017-07-19,21.9426,21.9426,21.7764,21.8595,254920,21.988833333333364,40.80985145491725,21.99892601620261,-0.10950671871031048
134,2017-07-20,21.8595,21.9426,21.6933,21.6933,149203,21.951888888888917,36.8631781638264,21.93780081296208,-0.1279990939723028
135,2017-07-21,21.6933,21.7764,21.5271,21.6933,270100,21.924188888888917,36.8631781638264,21.888900650369663,-0.14102874303543445
136,2017-07-24,21.8595,22.0258,21.5271,21.8595,173887,21.905711111111138,43.23041822466774,21.883020520295727,-0.13637187272267326
137,2017-07-25,21.6102,22.1088,21.6102,21.8595,164348,21.88723333333336,43.23041822466774,21.87831641623658,-0.13116923219019228
138,2017-07-26,21.6933,22.0257,21.6933,21.9426,232624,21.877988888888915,46.366886422914725,21.891173132989262,-0.11896922342896232
139,2017-07-27,21.9426,22.0257,21.8595,21.9426,146910,21.86874444444447,46.366886422914725,21.90145850639141,-0.10805503738037459
140,2017-07-28,21.8595,21.9426,21.6933,21.7764,100290,21.841033333333357,41.099866433689584,21.876446805113126,-0.11153076013568608
141,2017-07-31,21.9426,21.9426,21.6933,21.6933,90730,21.813333333333357,38.73084652748635,21.839817444090503,-0.11961195876009612
142,2017-01-08,21.7764,21.9426,21.6102,21.7764,79352,21.804100000000023,42.31181003694444,21.8271339552724,-0.11795122310959272
143,2017-02-08,21.6933,21.6933,21.5271,21.6102,170240,21.794866666666692,37.5809466198152,21.783747164217917,-0.12856402312005955
144,2017-03-08,21.6102,21.6102,21.1115,21.1946,577120,21.73945555555558,28.88402246582224,21.665917731374336,-0.16856705420381246
145,2017-04-08,21.1946,21.4439,21.1115,21.2777,77340,21.67481111111114,32.25965778253375,21.58827418509947,-0.19135840842380247
146,2017-07-08,21.2777,21.526999999999997,21.1946,21.5271,149962,21.637877777777803,41.26976906906517,21.576039348079576,-0.1871390032295075
147,2017-08-08,21.444000000000003,21.5271,21.1115,21.2777,158350,21.56400000000003,36.09892208596943,21.51637147846366,-0.20159571992082093
148,2017-09-08,21.2777,21.2777,20.8621,21.0284,187750,21.46242222222225,31.808645107934723,21.418777182770928,-0.23051199972261216
149,2017-10-08,21.1115,21.1115,20.7791,20.9453,171695,21.37007777777781,30.507110844659977,21.32408174621674,-0.25716934714882456
150,2017-11-08,20.9453,20.9453,20.7791,20.8621,87100,21.277722222222252,29.21806355479204,21.231685396973393,-0.28176106553519276
151,2017-08-14,20.9452,20.9452,20.779,20.8621,82690,21.176133333333365,29.21806355479204,21.157768317578714,-0.2978171290511753
152,2017-08-15,20.8621,20.9452,20.779,20.779,64852,21.083777777777808,27.854695093609266,21.08201465406297,-0.3136317984263606
153,2017-08-16,20.8621,20.8621,20.6959,20.779,86691,21.03760000000003,27.854695093609266,21.021411723250374,-0.3224480573564783
154,2017-08-17,20.779,20.779,20.5297,20.6128,96266,20.96372222222225,25.134322677636817,20.939689378600296,-0.33893888065093947
155,2017-08-18,20.6128,20.6959,20.4466,20.6128,131630,20.86213333333336,25.134322677636817,20.87431150288024,-0.34799649000527566
156,2017-08-21,20.6128,20.779,20.6128,20.6959,80109,20.797488888888914,29.146941681941513,20.83862920230419,-0.34449807579565217
157,2017-08-22,20.779,20.8621,20.6959,20.6959,75372,20.76054444444447,29.146941681941513,20.810083361843354,-0.33783124898417327
158,2017-08-23,20.779,20.779,20.6128,20.6959,68770,20.732833333333357,29.146941681941513,20.787246689474685,-0.32875802286140043
159,2017-08-24,20.6128,20.6959,20.6128,20.6959,58650,20.71436666666669,29.146941681941513,20.76897735157975,-0.31790283974114786
160,2017-08-25,20.6128,20.6128,20.4466,20.6128,115120,20.68666666666669,27.186991416070526,20.7377418812638,-0.3124043020857812
161,2017-08-28,20.5297,20.6128,20.3635,20.4466,164730,20.649733333333355,23.747566378080464,20.679513505011045,-0.31779428765965534
162,2017-08-29,20.4466,20.4466,20.3635,20.4466,85700,20.61280000000002,23.747566378080464,20.632930804008836,-0.3183956235063157
163,2017-08-30,20.5297,21.0284,20.4466,20.8621,222041,20.64050000000002,44.211142846437724,20.67876464320707,-0.28209301628069383
164,2017-08-31,21.1176,21.5433,20.8621,21.1178,142980,20.69661111111113,52.63530895747152,20.766571714565657,-0.23003834661639289
165,2017-01-09,21.203000000000003,21.203000000000003,20.8623,21.0326,39400,20.734022222222244,49.929895392534334,20.819777371652528,-0.19342983509460154
166,2017-05-09,20.9474,21.0326,20.7771,20.9475,52900,20.7619777777778,47.31399755674381,20.845321897322023,-0.16933222823172045
167,2017-06-09,21.0327,21.0327,20.7772,20.9475,162890,20.789933333333355,47.31399755674381,20.86575751785762,-0.14852262481229417
168,2017-07-09,20.8623,21.0327,20.8623,20.9475,46660,20.81788888888891,47.31399755674381,20.882106014286098,-0.13052623894451187
169,2017-08-09,20.9475,21.0327,20.9475,20.9475,117506,20.855077777777797,47.31399755674381,20.89518481142888,-0.11493902792052779
170,2017-11-09,21.0327,21.0327,20.9475,20.9475,145989,20.910733333333354,47.313997556743814,20.905647849143108,-0.10141697907927849
171,2017-12-09,20.9475,20.9475,20.8623,20.9475,278640,20.96638888888891,47.313997556743814,20.91401827931449,-0.08966703221984673
172,2017-09-13,21.0327,21.0327,20.8623,20.9475,155813,20.975877777777796,47.31399755674382,20.920714623451595,-0.0794393868773291
173,2017-09-14,20.8623,21.0327,20.8623,21.0326,156738,20.96641111111113,51.57599885041664,20.94309169876128,-0.06373237828274014
174,2017-09-15,20.9474,21.0326,20.8623,21.0326,67220,20.96641111111113,51.57599885041664,20.960993359009024,-0.05070002250882766
175,2017-09-18,21.0326,22.1396,21.0326,21.799,338724,21.061022222222245,73.75273662896628,21.128594687207222,0.021225612613282152
176,2017-09-19,21.799,21.799,21.4584,21.6287,40999,21.136711111111136,66.46830865810125,21.22861574976578,0.06375053343415615
177,2017-09-20,21.2881,21.8842,21.2881,21.6287,73200,21.212400000000027,66.46830865810125,21.308632599812626,0.09634127728601882
178,2017-09-21,21.7139,21.8842,21.6287,21.6287,131112,21.288088888888918,66.46830865810125,21.372646079850103,0.12077742956555682
179,2017-09-22,21.7139,21.8842,21.2881,21.7139,181480,21.373244444444474,68.41745071798147,21.440896863880084,0.14534276335076868
180,2017-09-25,21.7139,22.6506,21.2881,22.3099,530450,21.524622222222252,78.0357110854028,21.61469749110407,0.21047693924117183
181,2017-09-26,22.3099,22.3951,21.9693,22.0545,184932,21.647622222222253,68.41979951874706,21.70265799288326,0.23873560195597676
182,2017-09-27,22.1397,22.1397,21.8842,21.9693,101051,21.75170000000003,65.51931979534294,21.75598639430661,0.25135836502933273
183,2017-09-28,21.799,21.8841,21.2881,21.3733,238330,21.789555555555587,49.65995727887589,21.67944911544529,0.21083935188134006
184,2017-09-29,21.7139,21.7991,21.3733,21.5436,138144,21.761177777777807,53.149613132595114,21.652279292356233,0.19027614383796987
185,2017-02-10,22.1397,23.8427,21.7991,22.8209,733396,21.893644444444472,69.9663091357979,21.886003433884987,0.2738898566947263
186,2017-03-10,22.9912,22.9912,22.2248,22.3951,350010,21.978800000000025,61.979505169227295,21.98782274710799,0.30231097238939597
187,2017-04-10,22.3951,23.7575,22.2248,23.5872,747635,22.196411111111136,71.71456519528707,22.307698197686396,0.4162293852853409
188,2017-05-10,23.502,24.4387,23.4169,23.5021,837821,22.395100000000024,70.33015746978369,22.54657855814912,0.4939497442746408
189,2017-06-10,23.6724,24.1833,23.5021,23.8427,513490,22.565411111111136,72.60924214079306,22.805802846519295,0.5763830768813598
190,2017-09-10,23.9279,24.3536,23.7575,23.9278,495507,22.77355555555558,73.1639113230087,23.03020227721544,0.6411877326059248
191,2017-10-10,24.013,24.013,23.3317,23.4169,569943,22.934400000000025,64.69389385823379,23.107541821772354,0.6438980727592885
192,2017-11-10,23.5872,24.5239,23.1614,24.1833,1020619,23.246622222222246,70.25655857845845,23.322693457417888,0.6998210107967218
193,2017-12-10,24.5239,25.3754,24.2685,25.3754,1465673,23.6723777777778,76.46733674266349,23.733234765934313,0.8307564065719575
194,2017-10-13,25.2902,25.9715,25.1199,25.2051,576064,23.93728888888891,74.08729176745736,24.027607812747455,0.9102886236998806
195,2017-10-16,25.4606,25.5457,25.0348,25.12,579401,24.240055555555575,72.86678994428424,24.24608625019797,0.9554379263077983
196,2017-10-17,25.0348,25.8864,25.0348,25.3754,631609,24.438744444444467,74.23843868649728,24.47194900015838,1.0002969192193234
197,2017-10-18,25.5457,25.5457,24.8645,24.9497,698570,24.599588888888913,68.06231623829451,24.567499200126704,0.9900844843868235
198,2017-10-19,24.9497,24.9497,24.4388,24.6942,797220,24.694200000000023,64.58920309111437,24.592839360101365,0.9504185085563854
199,2017-10-20,24.3536,24.9497,24.3536,24.6942,327110,24.77935555555558,64.58920309111437,24.613111488081096,0.9085101969108109
200,2017-10-23,24.7794,24.7794,23.3318,23.5872,434019,24.798277777777802,51.407663073552655,24.407929190464877,0.7770149647450673
201,2017-10-24,23.6724,23.8427,23.4169,23.5872,228613,24.73204444444447,51.407663073552655,24.243783352371903,0.6651367633075758
202,2017-10-25,23.5872,24.2684,23.5872,24.2684,236503,24.609044444444464,57.58525816664956,24.248706681897524,0.624243736388653
203,2017-10-26,24.2684,24.2684,23.4169,23.8427,222241,24.45766666666669,53.046644031258765,24.167505345518023,0.55113217699191
204,2017-10-27,24.0982,24.0982,23.5872,23.6724,106830,24.296822222222247,51.304581369034096,24.06848427641442,0.4739851469575136
205,2017-10-30,23.4169,23.9279,22.6506,22.906,446345,24.02244444444447,44.26017337596225,23.835987421131538,0.3470034550848986
206,2017-10-31,22.9912,23.0763,22.3099,22.7357,309685,23.77644444444447,42.852165884119806,23.615929936905232,0.22997673404413277
207,2017-01-11,22.9912,23.1615,22.4802,22.5654,147636,23.539911111111138,41.43271638667797,23.405823949524187,0.1220831294219451
208,2017-02-11,22.6506,22.9912,22.3099,22.5654,178899,23.303377777777808,41.43271638667796,23.237739159619352,0.03615984227439739
209,2017-03-11,22.7357,23.4169,22.7357,23.1615,250020,23.256077777777804,48.37470018017674,23.222491327695487,0.015981086335155936
210,2017-06-11,23.416999999999998,23.6724,23.0763,23.3318,234630,23.227700000000027,50.1911170444357,23.244353062156392,0.013574584259281153
